gene_name,cell_type,region1,region2,ttest_p,wilcoxon_p,ks_p
Chordc1,Granule,0,1,0.2278190508535537,0.6634151200968823,0.9999982549406626
Chp1,Granule,0,1,0.5347251758748823,0.5515658657078787,0.9978924093308004
Chp1,Oligodendrocytes,0,2,0.8495399663242359,0.8984393750914272,1.0
Chpt1,Astrocytes,0,1,0.7519791453346446,0.6549642767296275,0.9996709068099924
Chpt1,Granule,0,1,0.857477492382942,0.8659643727736647,1.0
Chpt1,MLI1,1,3,0.7221027143819455,0.8878327446545098,0.9999999136035808
Chpt1,Oligodendrocytes,0,2,0.02518709559223161,0.5843177088359945,0.9372233049367813
Chst10,Granule,0,1,0.5328615320390511,0.6597424909105227,0.999998935997705
Chst2,Oligodendrocytes,0,2,0.3303380877902681,0.9720949632201303,0.9999997293847134
Chtop,Granule,0,1,0.8998887030980729,0.7329972545490766,0.999999970053165
Chtop,Oligodendrocytes,0,2,0.7476509995727993,0.8047302720593743,0.999999977613141
Ciao1,Granule,0,1,0.3683744139133579,0.6986910739109515,0.9999997568635746
Cipc,Astrocytes,0,1,0.1956766100187003,0.5559169597252331,0.9976958288173233
Cipc,Granule,0,1,0.07995017411256804,0.34752797736677365,0.760388837296908
Cipc,Oligodendrocytes,0,2,0.4673157268334289,0.48949683826547685,0.992948082535295
Cirbp,Granule,0,1,0.6947784286170283,0.845421760279039,0.9999999064881591
Cirbp,Oligodendrocytes,0,2,0.6975785010065165,0.8347410815902826,0.999999995784027
Cisd1,Astrocytes,0,1,0.8680408223747377,0.7617264607816281,0.9997925428471811
Cisd1,Granule,0,1,0.9697745453875346,0.7740258584555569,0.9999999999987511
Cisd1,MLI1,1,3,0.8341094017423237,0.6625723470479259,0.9999959203639786
Cisd1,Oligodendrocytes,0,2,0.48810270132474765,0.7821346665154462,0.9999999999999997
Cisd2,Granule,0,1,0.06273189467572388,0.32867456595548106,0.8732747369780813
Ckap5,Astrocytes,0,1,0.965510304998048,0.9741296571301296,0.9999999999999996
Ckap5,Astrocytes,0,2,0.9269179276807078,0.6993039974502089,0.9999995208682886
Ckap5,Astrocytes,1,2,0.9541049776509899,0.6742099387285283,0.9999930009017763
Ckap5,Granule,0,1,0.5834754705518301,0.33750526000030634,0.7759122479904609
Ckap5,MLI1,1,3,0.8139889802598615,0.6568269144042326,0.9999941648918383
Ckap5,Oligodendrocytes,0,2,0.8641116751416217,0.5526926884106746,0.9941021930461147
Ckb,Astrocytes,0,1,8.823972221236004e-20,5.229105693715778e-18,7.312788632402768e-17
Ckb,Astrocytes,0,2,0.07873409564842347,0.02200956078840058,0.001458203754393359
Ckb,Astrocytes,0,3,1.4665617547427055e-05,0.0020820121407124532,0.0002511898969001619
Ckb,Astrocytes,1,2,1.1247499833730383e-20,2.0484281011116366e-17,5.131914072044384e-22
Ckb,Astrocytes,1,3,0.6162751772528956,0.5423652417147895,0.2253263357793922
Ckb,Astrocytes,2,3,6.708788517268676e-06,0.0008122975366191661,0.0003434264181637794
Ckb,Bergmann,0,1,0.2855544338687525,0.16337649210036187,0.07980836364634171
Ckb,Bergmann,0,3,0.8340127178029852,0.9292498934560389,0.32848927726890986
Ckb,Bergmann,1,3,0.1836922621831681,0.3429014309667895,0.05599810110719419
Ckb,Granule,0,1,5.028000994853064e-05,6.700902771669149e-05,0.00022997717266426925
Ckb,Granule,0,2,0.23499450456553236,0.21003111334909963,0.30184283050425104
Ckb,Granule,0,3,0.7359174731898586,0.7413884446610551,0.8951716811492834
Ckb,Granule,1,2,0.005116267558388195,0.0055783929735525265,0.003549545120967479
Ckb,Granule,1,3,0.1435614695351416,0.19030121699378366,0.147585641366425
Ckb,Granule,2,3,0.7416867775740552,0.7696979437812898,0.8833732461913903
Ckb,MLI1,1,3,1.4245341722965829e-08,9.296989521466025e-08,3.984542759746565e-06
Ckb,MLI2,1,3,0.04622336993113495,0.050714220608095134,0.14050489212197192
Ckb,Oligodendrocytes,0,1,0.723129646235155,0.7489363848743615,0.742421695626424
Ckb,Oligodendrocytes,0,2,0.0030493784986736655,0.0004854905181638994,1.6763226483602172e-05
Ckb,Oligodendrocytes,1,2,0.4439547020501582,0.27357500449399785,0.20721855573430215
Ckb,Purkinje,0,1,0.03325918658592043,0.014643943044814632,0.0025567384455170055
Ckb,Purkinje,0,3,0.1797050953009682,0.057002105562611136,0.016665617348957572
Ckb,Purkinje,1,3,0.8737535549811509,0.5277419972319728,0.5254289760558727
Ckb,Golgi,0,1,0.0352625545757886,0.03094977278207462,0.14532655037499534
Ckmt1,Astrocytes,0,1,0.3404154947528024,0.9707679311210822,0.999967309237533
Ckmt1,Granule,0,1,0.2805543637559315,0.32953421246718273,0.8408062644123746
Ckmt1,MLI1,1,3,0.7135856452935533,0.8303791947330423,0.9999999999999203
Clasp1,Granule,0,1,0.3667300745607601,0.9670607956661313,0.9999997288981626
Clasp2,Astrocytes,0,1,0.07890851363516663,0.35773145690687713,0.9157147242829063
Clasp2,Astrocytes,0,2,0.05713855430319072,0.7716060559868506,0.8012577288111553
Clasp2,Astrocytes,1,2,0.001171497268198665,0.28404812554834247,0.6421539420527842
Clasp2,Granule,0,1,0.010681751216560965,0.05104158261559941,0.09440365084901842
Clasp2,Oligodendrocytes,0,2,0.5794413472289632,0.379009595966878,0.8461471729881352
Clasrp,Oligodendrocytes,0,2,0.7033878129685032,0.8574417167232933,0.9999999999997546
Clcn3,Astrocytes,0,1,0.5121712995939578,0.6629452305227899,0.9831908802647208
Clcn3,Granule,0,1,0.3819346670846131,0.9072149531138944,0.9991168235363576
Clcn3,Oligodendrocytes,0,2,0.1403579517535751,0.47223831195519006,0.9911523844073534
Clcn4-2,Astrocytes,0,1,0.025491209989436065,0.4757706385683671,0.8416819965785365
Clcn4-2,Granule,0,1,0.3456305334911012,0.45952921751578835,0.9676371312796385
Clcn4-2,Oligodendrocytes,0,2,0.00920297998717194,0.2460956158960419,0.7269952725136634
Cldn10,Astrocytes,0,1,0.06820817044487026,0.370933706002317,0.9274799179865353
Cldn11,Oligodendrocytes,0,1,0.03086273478626883,0.031290540344329355,0.11973942805451418
Cldn11,Oligodendrocytes,0,2,0.04511437737444598,0.3015852525936683,0.08301310507948072
Cldn11,Oligodendrocytes,1,2,0.26129850685980177,0.12857869901743088,0.07487037170773539
Cldnd1,Granule,0,1,0.39440614575872535,0.505171074044968,0.995011434916597
Cldnd1,Oligodendrocytes,0,2,0.18423673077473546,0.2749841099132855,0.691532026924803
Clic4,Astrocytes,0,1,0.9257252859481722,0.9661141035177704,1.0
Clic4,Granule,0,1,0.005248821437646458,0.2634921195215182,0.7295667237866258
Clic4,Oligodendrocytes,0,2,0.2418439308125746,0.8781481126422704,0.9883856949407196
Clip1,Astrocytes,0,1,0.24585194615464015,0.3372643946843271,0.8741744895519281
Clip1,Bergmann,0,1,0.10534202845926953,0.09490780419475792,0.18333459178935582
Clip1,Granule,0,1,0.05740556398937411,0.30750700795963526,0.6102915309738849
Clip1,Granule,0,2,0.10425175261597754,0.6768933886407178,0.7275191865268227
Clip1,Granule,1,2,0.014563589538403515,0.43659576412166134,0.600476664937401
Clip1,MLI1,1,3,0.7313379042801469,0.8482943913979177,0.9999999278183217
Clip3,Astrocytes,0,1,0.05310103730355556,0.29848629460297926,0.8069525472063541
Clip3,Granule,0,1,0.5810169149575755,0.796878898644144,0.9808322336656803
Clip3,MLI1,1,3,0.9061658942012943,0.8579742211092254,0.9999999999999905
Clip3,Oligodendrocytes,0,2,0.15348655313212411,0.23306432155509282,0.5702047821519385
Clk1,Astrocytes,0,1,0.7165204884699288,0.8586938162023257,1.0
Clk1,Granule,0,1,0.5475704031867626,0.9894473301080717,0.9999995975597877
Clk1,Oligodendrocytes,0,2,0.328448396265395,0.58713533650468,0.9998765680364554
Clk4,Granule,0,1,0.09559768520524727,0.5632437980399823,0.9976107536666233
Clk4,Oligodendrocytes,0,2,0.9264766591526071,0.8228278495830041,0.9999999999999997
Clmn,Astrocytes,0,1,0.6377684350234076,0.9065476436907768,0.9999999999859912
Clmn,Oligodendrocytes,0,2,0.11200009543144691,0.27443020924920614,0.7176856511935975
Clmn,Purkinje,0,1,0.1846666759424475,0.15044186018223732,0.3401294551260645
Clmp,MLI1,1,3,0.8790579334693785,0.631226777593684,0.9999098762506244
Clns1a,Oligodendrocytes,0,2,0.3526033446947566,0.7555257330577354,0.9999999470039143
Clock,Granule,0,1,0.8748996442103346,0.9545571469107748,1.0
Clpp,Granule,0,1,0.976628070718186,0.7940654841824248,0.9999999999985982
Clptm1,Oligodendrocytes,0,2,0.5653172584241115,0.7416720506294033,0.9999999999958921
Clstn1,Astrocytes,0,1,0.3891325280713337,0.9480283020590342,0.9781756817404645
Clstn1,Granule,0,1,0.15496264928677028,0.19810063219867513,0.4894617637274723
Clstn1,MLI1,1,3,0.7661534928792346,0.4446891414661328,0.7324658072069928
Clstn1,MLI2,1,3,0.01732421203118468,0.060076264721555105,0.13416460772957334
Clstn1,Oligodendrocytes,0,2,0.05812782132240317,0.5000527638861032,0.9861851386326783
Clstn2,Granule,0,1,0.1295223203035783,0.5757925438246481,0.9340652106504703
Clstn3,Granule,0,1,0.1475866885613746,0.15933296600981284,0.41764537534815754
Clstn3,MLI1,1,3,0.06861340015324503,0.09871153176714556,0.17554763294038359
Clstn3,MLI2,1,3,0.9814167695477896,0.7089551746206577,0.9997647167614797
Clstn3,Purkinje,0,1,0.11204028415426903,0.08803189820012816,0.08660655887639467
Clta,Astrocytes,0,1,0.8150396267513204,0.8783458095934151,0.9999999999999992
Clta,Bergmann,0,1,0.3098790859703392,0.3355893929169106,0.7686327297067156
Clta,Granule,0,1,0.15625925711199162,0.8479378230557768,0.6460781199760459
Clta,MLI1,1,3,0.25080532640859104,0.8458779451035144,0.9829865256611798
Clta,Oligodendrocytes,0,2,0.03315521928264491,0.16141170787300074,0.4412405876262404
Cltb,Astrocytes,0,1,0.12321635812114126,0.6652999218722873,0.9999876347860451
Cltb,Granule,0,1,0.8899964241607762,0.8378831251357394,0.9998841351736091
Cltb,Oligodendrocytes,0,2,0.3838856165329505,0.5377210949523858,0.9959277935067476
Cltc,Astrocytes,0,1,0.4213752613826405,0.4781818354896059,0.9721804267658432
Cltc,Bergmann,0,1,0.620078482172282,0.48338235765774173,0.7100156670922919
Cltc,Granule,0,1,0.7636442345318865,0.5421480322612998,0.9873073206070898
Cltc,MLI1,1,3,0.414904255310677,0.9982415749782299,0.9969935462698946
Cltc,Oligodendrocytes,0,2,0.016215841465892767,0.09127778913912807,0.22761118907023709
Clu,Astrocytes,0,1,0.5528634649706703,0.6374990248557287,0.7831588178840233
Clu,Astrocytes,0,2,0.20702641556246557,0.8098193439840273,0.17729199724495176
Clu,Astrocytes,1,2,0.07162761419039172,0.5434236358622968,0.047069771022252946
Clu,Bergmann,0,1,0.7185977119239605,0.8459107391533457,0.9164499506648603
Clu,Granule,0,1,0.15471196759146164,0.09926941914601312,0.18263609423730273
Clu,Oligodendrocytes,0,2,0.8227755915637761,0.3453246557607601,0.70230906188287
Cluh,Astrocytes,0,2,0.02251527765994296,0.6342497734022772,0.9324140941335158
Cluh,Granule,0,1,0.7355684292298204,0.8685078495183041,0.9999999999987003
Clvs1,Granule,0,1,0.261681066212675,0.7354023500094803,0.9991602711619197
Clybl,Astrocytes,1,2,0.00746363612884302,0.6089086605652383,0.8640433779658536
Clybl,Granule,0,1,0.1267127586759106,0.5288567154690815,0.9971760932561424
Cmas,Astrocytes,0,1,0.8716566108131176,0.8832070415750769,0.999999999985423
Cmas,Granule,0,1,0.9719924286103112,0.9128407123149045,1.0
Cmip,Granule,0,1,0.3092808328302364,0.6993478280163895,0.9999769580511426
Cmip,Oligodendrocytes,0,2,0.06031353275535152,0.7108117297284329,0.9932091828585389
Cmpk1,Granule,0,1,0.9216897107854929,0.8102055150250909,0.9999999999973203
Cmss1,Astrocytes,0,1,9.8669047558817e-05,0.00017424531561463695,1.069947856712989e-05
Cmss1,Astrocytes,0,2,0.13944161966565569,0.7737351966360329,0.10979496099912855
Cmss1,Astrocytes,0,3,0.08606801720376901,0.30530322501611007,0.5388740403886739
Cmss1,Astrocytes,1,2,0.09263220906685721,0.019521033622491052,0.000323577829166624
Cmss1,Astrocytes,1,3,0.9688224207365599,0.7540638116294756,0.7505828723696467
Cmss1,Astrocytes,2,3,0.4610851708176018,0.45367595628970303,0.8296729354180195
Cmss1,Bergmann,0,1,0.2808737786567398,0.3904225227429966,0.46640136842517343
Cmss1,Bergmann,0,3,0.095429508035876,0.32079849835575547,0.0836339054493443
Cmss1,Bergmann,1,3,0.14281505370974434,0.42201634896825424,0.0310371808115655
Cmss1,Granule,0,1,0.027786802349457903,0.044270028717393724,0.0858113252343603
Cmss1,Granule,0,2,0.19038652773365342,0.9341902024209865,0.23578780980663763
Cmss1,Granule,1,2,0.8341275673706396,0.46487352022577655,0.27793930925365484
Cmss1,MLI1,1,3,0.10590818502020685,0.18141165957405092,0.11797432691384988
Cmss1,MLI2,1,3,0.5676011585360314,0.8235662842056082,0.4550426415556022
Cmss1,Oligodendrocytes,0,1,0.9349567815068958,0.7180081149632795,0.9039906833247366
Cmss1,Oligodendrocytes,0,2,0.17271406509843354,0.632598650000946,0.37157054340801277
Cmss1,Oligodendrocytes,1,2,0.6747109042027786,0.853220657927536,0.4118416488153455
Cmss1,Purkinje,0,1,0.5846033558674847,0.3874497817622058,0.5693058257127358
Cmss1,Fibroblast,1,3,0.3797739463919113,0.5484616901309951,0.5991237347339987
Cmtm5,Astrocytes,0,1,0.27923840545286016,0.5384327088614509,0.9985349454910187
Cmtm5,Oligodendrocytes,0,2,0.31373602310355453,0.8432387575853529,0.918215386323148
Cnbp,Astrocytes,0,1,0.567945169460608,0.398593428352662,0.8832282597028713
Cnbp,Astrocytes,0,2,0.31706490365550055,0.5990041263581369,0.931326545954531
Cnbp,Astrocytes,1,2,0.10924550133004331,0.1842658329975252,0.4162422121665222
Cnbp,Bergmann,0,1,0.43658154593731524,0.6876464174440137,0.9995673013274063
Cnbp,Granule,0,1,0.8802805187168545,0.4706093184237845,0.8046423446872949
Cnbp,MLI1,1,3,0.3127649981353423,0.8269437474366492,0.9108700929516356
Cnbp,MLI2,1,3,0.02477180463572736,0.13911259292209383,0.4206520029447371
Cnbp,Oligodendrocytes,0,2,0.2677995271200927,0.15025557628553488,0.33487202438636393
Cnih1,Granule,0,1,0.7606168166451144,0.9459397256261024,1.0
Cnksr2,Astrocytes,0,1,0.4199771792991007,0.7907998708793378,0.9999999999999998
Cnksr2,Granule,0,1,0.9204306643347702,0.799740642321462,0.9999999999996642
Cnksr2,Granule,0,2,0.1334583877516826,0.726571303175293,0.7076837052644782
Cnksr2,Granule,1,2,0.21923273083710632,0.8305830235984798,0.7422207530043834
Cnksr3,Granule,0,1,0.7838173565726467,0.9400727640667037,0.9999655892943285
Cnn3,Astrocytes,0,1,0.40159076575466,0.8020623960986341,0.999967309237533
Cnn3,Astrocytes,0,2,0.6896284641667888,0.6129309460160004,0.9998869814428798
Cnn3,Astrocytes,1,2,0.768627192626843,0.7663760894762833,0.999998203464176
Cnn3,Granule,0,1,0.1813998171449388,0.6392896401780803,0.999994637404534
Cnn3,Oligodendrocytes,0,2,0.5364221539978655,0.931564546520688,0.999999999997397
Cnnm1,Granule,0,1,0.9564826655292525,0.7738296672266127,0.9999999999999953
Cnot1,Granule,0,1,0.28205313289901496,0.92808262925207,0.9999990931223858
Cnot10,Granule,0,1,0.9402759997684499,0.8561294735851971,1.0
Cnot10,Oligodendrocytes,0,2,0.4896703310747157,0.962924772118648,0.9999999999954542
Cnot2,Granule,0,1,0.707111204737221,0.955091015699778,1.0
Cnot4,Astrocytes,0,1,0.36048612924501733,0.8033163768530412,0.9999999946726418
Cnot4,Granule,0,1,0.3926709349242268,0.5718183665732293,0.9995225658744061
Cnot4,Oligodendrocytes,0,2,0.22673895576850736,0.6656967088383549,0.9999998464030001
Cnot6,Granule,0,1,0.6596093745352745,0.9160775211672539,0.9999999999917194
Cnot6l,Granule,0,1,0.7964816857893395,0.8881238281110493,1.0
Cnp,Astrocytes,0,1,0.00021082298157180978,0.00525666076601799,0.010617422987014348
Cnp,Astrocytes,0,2,0.10235042091690301,0.5782289581813924,0.6663898695354064
Cnp,Astrocytes,1,2,0.12400337301642438,0.07677112755032424,0.12745679876216165
Cnp,Bergmann,0,1,0.009054696911975855,0.06380631396121836,0.1019638347361427
Cnp,Granule,0,1,0.0003369847034521573,0.029231437242150052,0.06208766277380165
Cnp,Oligodendrocytes,0,1,0.47223237862259837,0.5196365971127963,0.9266794897122215
Cnp,Oligodendrocytes,0,2,0.2024840955288094,0.3738233433509307,0.09592184555950324
Cnp,Oligodendrocytes,1,2,0.8619567741472092,0.7421143348437717,0.6110642648492289
Cnpy1,Astrocytes,0,1,0.015525862839235762,0.13601999841731757,0.39648413023827256
Cnpy1,Granule,0,1,0.9176005124356801,0.9818208845213956,0.9990431386151237
Cnpy1,MLI1,1,3,0.6809793256776614,0.8317542858988937,0.9999991568332937
Cnpy2,Granule,0,1,0.4040524344832721,0.561634690214782,0.9995023121314495
Cnpy2,Oligodendrocytes,0,2,0.9926249636795825,0.8606594002530652,1.0
Cnr1,Granule,0,1,0.6351726580755978,0.7096807452039423,0.957968519331582
Cnr1,MLI1,1,3,0.8710681641168943,0.6331084747256375,0.9972987452593387
Cnr1,MLI2,1,3,0.9784898236906363,0.9065015760572646,0.999692510649898
Cnrip1,Granule,0,1,0.8836607847386572,0.823265230487607,1.0
Cnst,Granule,0,1,0.8570754481517174,0.8988943265653107,1.0
Cntfr,Granule,0,1,0.08283022288887922,0.5749187192090894,0.9998586952114887
Cntln,Granule,0,1,0.9726594242637927,0.7778922423750916,0.9999999999503858
Cntn1,Astrocytes,0,1,0.0009196921382747939,0.11471189315033972,0.19772989404020613
Cntn1,Astrocytes,0,2,0.04259783516990857,0.282441343308095,0.29632258676318185
Cntn1,Astrocytes,1,2,3.5144840078612366e-07,0.015420125312993273,0.012536927901972441
Cntn1,Granule,0,1,0.889620428150577,0.6297098696980422,0.9962630593793171
Cntn1,Oligodendrocytes,0,2,0.082797620685878,0.19404495601918859,0.5635841376875409
Cntn2,Astrocytes,0,1,0.19090402647651908,0.5159765592476709,0.9973340097638467
Cntn2,Granule,0,1,0.5027214671439928,0.7300612516317773,0.9541867178031027
Cntn2,Oligodendrocytes,0,1,0.9622116753146766,0.5999398786196518,0.9106733077516552
Cntn2,Oligodendrocytes,0,2,0.797751186164764,0.47447447569633894,0.6839653319821004
Cntn2,Oligodendrocytes,1,2,0.8928066819773885,0.3885323971506255,0.5153110332475441
Cntn4,MLI1,1,3,0.4350162646560177,0.7863334498379823,0.9997191317447061
Cntn6,Granule,0,1,0.7426633250558466,0.9139194906448214,0.9999958683441114
Cntnap1,Granule,0,1,0.4364446739449518,0.9674379313856725,0.9994241192652561
Cntnap2,Granule,0,1,0.613525387369442,0.4483371239039077,0.6223510212246015
Cntnap2,Granule,0,2,0.3628204964852977,0.5646489898668596,0.9295174221995798
Cntnap2,Granule,1,2,0.5524925249383574,0.8561798123632707,0.9988022306852096
Cntnap4,Granule,0,1,0.5288373694234312,0.7713106534524707,0.9999885397885709
Coa3,Granule,0,1,0.25679075393237344,0.1380457311632571,0.35615429685445915
Coa3,MLI1,1,3,0.5563037736713141,0.9507952891985596,0.9999999986311002
Coa3,Oligodendrocytes,0,2,0.26539517794394063,0.34516359112409134,0.8861919482852154
Coa6,Granule,0,1,0.12924633230820773,0.43291751344487406,0.9789756139566556
Cobll1,Oligodendrocytes,0,2,0.6926788616505591,0.9419667750750188,0.999999999999963
Cog5,Granule,0,1,0.3646434890095115,0.9126218492878296,0.9999999989175146
Col4a3bp,Granule,0,1,0.6544924099686302,0.6926595707412921,0.9999137827831805
Col4a3bp,Oligodendrocytes,0,2,0.18114023250098601,0.5359548943249612,0.996395806390017
Col9a3,Bergmann,0,1,0.2172764231541506,0.345754661016206,0.6953826339981038
Colec12,Astrocytes,0,2,0.03466993580273634,0.639545288291234,0.9851524215109934
Commd3,Granule,0,1,0.1550561855424185,0.5109699452012587,0.9968151420476797
Commd3,Oligodendrocytes,0,2,0.032019255221238996,0.4212550413413534,0.9755654583288476
Comt,Oligodendrocytes,0,2,0.6736499478583045,0.6914242225567169,0.999999971216885
Copa,Granule,0,1,0.5189852559226034,0.9758623706126273,0.9999999983444771
Copb1,Granule,0,1,0.32937207361252496,0.5885125395634503,0.9997734439628243
Cope,Astrocytes,0,1,0.06277805424165765,0.4893181399813974,0.981622672720965
Cope,Granule,0,1,0.5582337050322141,0.8995495946222557,1.0
Cope,Oligodendrocytes,0,2,0.5529497012349753,0.5763329449617278,0.9997523308244454
Copg1,Astrocytes,0,1,0.2718557258647479,0.7203283310980704,0.9999911872767917
Copg1,Granule,0,1,0.4352610749953896,0.8153130899056021,0.9908201008722722
Copg1,MLI1,1,3,0.9158948769865463,0.6664137233201325,0.9999941648918383
Copg1,Oligodendrocytes,0,2,0.5859086847330759,0.6203140408049073,0.9999827225252504
Copg2,Granule,0,1,0.031136308177808512,0.34166193648311116,0.876186588559033
Cops2,Granule,0,1,0.4540888326234632,0.49540933241028406,0.9927096929555898
Cops2,Oligodendrocytes,0,2,0.03301666682225008,0.2261003056127412,0.6712786897102581
Cops3,Astrocytes,0,1,0.8520489862522281,0.9431235244061493,1.0
Cops3,Granule,0,1,0.6539151011245976,0.9369366652432476,1.0
Cops3,Oligodendrocytes,0,2,0.6319911454041685,0.8009524340530081,1.0
Cops4,Granule,0,1,0.00011628290287667103,0.12020106894580285,0.3713149904230302
Cops5,Granule,0,1,0.22001080657668842,0.6307043138474278,0.9999946025161911
Cops6,Astrocytes,0,1,0.23601494937299472,0.42406809250580657,0.9312388443910813
Cops6,Granule,0,1,0.22301813977231807,0.27492023636989704,0.7420319493790138
Cops6,Oligodendrocytes,0,2,0.9816075806521296,0.7699402805397659,0.9999999999999838
Cops7a,Granule,0,1,0.046229181766569004,0.6874305611384538,0.9997277305502927
Cops8,Astrocytes,0,1,0.6162139414809058,0.9498358319151048,0.9999999999623324
Cops8,Granule,0,1,0.8354992415885287,0.6916998129828006,0.9999995052986795
Coq2,Granule,0,1,0.35564953767894425,0.5765593365504387,0.9998146956016395
Coro1b,Granule,0,1,0.7007192086018266,0.5576150510107829,0.9992259820337848
Coro1b,Oligodendrocytes,0,2,0.1929637260313565,0.9419667750750188,0.9999232970344175
Coro1c,Oligodendrocytes,0,2,0.44949841108880284,0.6050513064539549,0.998832653952841
Coro2a,Granule,0,1,0.7550684024265925,0.8263652445434075,1.0
Coro2b,Astrocytes,0,1,0.20755974581625317,0.6106535421858859,0.9884964772183493
Coro2b,Granule,0,1,0.08596958052202816,0.5071885230825914,0.8360883410763553
Coro2b,Oligodendrocytes,0,2,0.9324598676104363,0.7322846018906126,0.9999999999227559
Cotl1,Astrocytes,0,1,0.0009931327866053237,0.07317757756758698,0.21504478026920093
Cotl1,Granule,0,1,0.032193889418483446,0.4144194685422802,0.9606076501651714
Cotl1,MLI1,1,3,0.07072801042190734,0.16101816901921817,0.4256330738381521
Cox14,Granule,0,1,0.9314119091642615,0.4888506256995111,0.9161672469151663
Cox14,Oligodendrocytes,0,2,0.328873501369742,0.3918625888116415,0.9476943309821051
Cox17,Granule,0,1,0.6278385682625282,0.8150682347406706,1.0
Cox19,Granule,0,1,0.022272554063123028,0.42703165291443024,0.9752113950890599
Cox20,Granule,0,1,0.9897441881666234,0.889665704573787,1.0
Cox4i1,Astrocytes,0,1,0.6676770278392621,0.9158047655008983,0.7422639397789104
Cox4i1,Astrocytes,0,2,0.054810739702802834,0.01137826255705822,0.0017618455433799408
Cox4i1,Astrocytes,0,3,0.18222917257079685,0.3654920030675415,0.3170721357047151
Cox4i1,Astrocytes,1,2,0.08734191749816139,0.011979475438936897,0.000642806595435004
Cox4i1,Astrocytes,1,3,0.09574585556443156,0.3452433894843988,0.15697954021557584
Cox4i1,Astrocytes,2,3,0.035251350371333895,0.07000652097975059,0.11093830077673979
Cox4i1,Bergmann,0,1,0.9831283011475491,0.9733280157507082,0.6097385204422622
Cox4i1,Bergmann,0,3,0.8814829754030735,0.5236925538267176,0.2783279388221048
Cox4i1,Bergmann,1,3,0.8470630345749478,0.5605127941340873,0.4057111468407359
Cox4i1,Granule,0,1,0.11020740010799222,0.06257863991884678,0.01898686433095441
Cox4i1,Granule,0,2,0.004028899452569033,0.0054103069188071,0.004705592330922554
Cox4i1,Granule,0,3,0.8701803890426664,0.9589344722209368,0.9960046018371497
Cox4i1,Granule,1,2,0.0006054556340029286,0.0006232273157731886,7.210566585873874e-05
Cox4i1,Granule,1,3,0.7624346592747828,0.617904466557365,0.9895560798489645
Cox4i1,Granule,2,3,0.06588960598778533,0.14323490752466972,0.30683349614238536
Cox4i1,MLI1,1,3,0.3197056069344137,0.29946673765763565,0.49671904904265285
Cox4i1,MLI2,1,3,0.42922274453820297,0.31331101833152375,0.46611183081066604
Cox4i1,Oligodendrocytes,0,1,0.46770074868059597,0.6086038206975688,0.8915408949119703
Cox4i1,Oligodendrocytes,0,2,0.021788982283526204,0.0018769214482176348,7.652984752723756e-05
Cox4i1,Oligodendrocytes,1,2,0.8816952386539336,0.3845462624629473,0.5465166498639401
Cox4i1,Purkinje,0,1,0.7235350817307453,0.9882879301406639,0.9754350376120118
Cox5a,Astrocytes,0,1,0.0716646345171678,0.19861781879449003,0.5530607288702384
Cox5a,Granule,0,1,0.02784308116814026,0.1569627785233191,0.4541921769484393
Cox5a,MLI1,1,3,0.07858342537424987,0.22885717186583687,0.6484624257126687
Cox5a,Oligodendrocytes,0,2,0.9722520032251327,0.8652423896661655,1.0
Cox5a,Purkinje,0,1,0.10975820370844927,0.16519254233014435,0.4429633673079139
Cox5b,Astrocytes,0,1,0.00026191759998052595,0.0074275142578615425,0.008627031248519115
Cox5b,Astrocytes,0,2,0.7612372423226499,0.715163604233062,0.9998850026502857
Cox5b,Astrocytes,1,2,0.006634617356721999,0.009075606472908835,0.007010589485948357
Cox5b,Bergmann,0,1,0.9682990042321062,0.8659187613922754,0.9954212682051982
Cox5b,Granule,0,1,0.7937030042446122,0.5240311141230263,0.9757340595727644
Cox5b,MLI1,1,3,0.1442966286045766,0.13650624920403426,0.3309192970129218
Cox5b,MLI2,1,3,0.9218763471737197,0.8507803226604944,0.9997728173472646
Cox5b,Oligodendrocytes,0,2,0.3096871189197039,0.2497719578081562,0.6428235753555516
Cox5b,Purkinje,0,1,0.844339680487036,0.7569478184406115,0.7399692465213191
Cox6a1,Astrocytes,0,1,0.028535434476188493,0.1493562951464949,0.34373915824870194
Cox6a1,Astrocytes,0,2,0.848491386290847,0.5090578036673442,0.9845240176025699
Cox6a1,Astrocytes,1,2,0.04524168144001839,0.0619556427145968,0.13228893116225895
Cox6a1,Granule,0,1,0.6454603312682419,0.7006327970224955,0.5264857639994738
Cox6a1,MLI1,1,3,0.22129797692665468,0.23960283551463435,0.7177333423198917
Cox6a1,MLI2,1,3,0.47496242299867686,0.9025591313349597,0.9406092932119549
Cox6a1,Oligodendrocytes,0,2,0.44835792406911745,0.6586115385281563,0.8799611120796617
Cox6a1,Purkinje,0,1,0.5855005851747425,0.4585047658377537,0.6237129879814948
Cox6b1,Astrocytes,0,1,0.5280528697218789,0.41733234332975455,0.6650961906105705
Cox6b1,Astrocytes,0,2,0.29982307766010846,0.2543825947150524,0.6643445526582585
Cox6b1,Astrocytes,1,2,0.08890540630763759,0.06441254510592392,0.1413214809424121
Cox6b1,Bergmann,0,1,0.5403246025139405,0.38285761751043,0.8011159106035195
Cox6b1,Granule,0,1,0.5199575405710575,0.47115503736395115,0.9804597880976073
Cox6b1,MLI1,1,3,0.7040359039341442,0.5541745917820069,0.9940711231318325
