gene_name,cell_type,region1,region2,ttest_p,wilcoxon_p,ks_p
6430548M08Rik,Granule,0,1,0.9772417872667484,0.4746558921926901,0.9219413082097725
6430571L13Rik,Granule,0,1,0.42370642917176005,0.6554230194599742,0.999649691255609
6430573F11Rik,Granule,0,1,0.38258108344603603,0.9618602536510101,0.9974494898564574
9130401M01Rik,Granule,0,1,0.18756819473615027,0.592840269444616,0.9998768616983092
9330159F19Rik,Granule,0,1,0.10630031504602917,0.6737902969524721,0.99998902991083
9330159F19Rik,Oligodendrocytes,0,2,0.6109964276940179,0.6421614607340279,0.9999957025579833
9330182L06Rik,Oligodendrocytes,0,2,0.7820663919580637,0.895945798251139,1.0
9530068E07Rik,Granule,0,1,0.1602970223873528,0.5311810113236204,0.9982407376172899
9930021J03Rik,Oligodendrocytes,0,2,0.3417094757624889,0.7064736507442628,0.9999998464030001
A230046K03Rik,Granule,0,1,0.06567747486838886,0.636839727427,0.9999919047592428
A2m,Astrocytes,0,1,0.46254786219586763,0.32341047089212527,0.8008191006478929
A2m,Astrocytes,0,2,0.6766898425243332,0.8318156289603162,0.9999999999976222
A2m,Astrocytes,1,2,0.846708805334548,0.5148366289695046,0.9866502547352684
A2m,Bergmann,0,1,0.9969727864227329,0.5672205972855416,0.9720905277370058
A330023F24Rik,Granule,0,1,0.7405688511606191,0.8951200907423732,1.0
A330023F24Rik,MLI1,1,3,0.2507330744037358,0.7995845925026001,0.9998957157737277
A330033J07Rik,Astrocytes,0,1,9.053883026565611e-06,0.017682184638848665,0.03963305112883233
A330033J07Rik,Astrocytes,0,2,0.9889409122094088,0.5967506118205648,0.997460745201213
A330033J07Rik,Astrocytes,1,2,0.000160426191675095,0.1409709024734489,0.2964731074054214
A330033J07Rik,Granule,0,1,0.012114929310475447,0.38187503791197874,0.9434634860855649
A330050F15Rik,Purkinje,0,1,0.007206995796244184,0.10676572196060899,0.2768538241724805
A930011G23Rik,Granule,0,1,0.740632775505638,0.9358706120125476,1.0
AI118078,Granule,0,1,0.7699827188770303,0.8022240147338066,0.9999999999556105
AI314180,Granule,0,1,0.11839120089640544,0.5568736832276208,0.9876476596464897
AI314180,Oligodendrocytes,0,2,0.9780348292517089,0.8438552535168227,0.9999999999999263
AI413582,Granule,0,1,0.36988047919945766,0.6677555129849058,0.9999996756985523
AW047730,Astrocytes,0,1,0.03866362938670955,0.40533155556311107,0.8737213673196761
Aak1,Astrocytes,0,1,0.1979920639744383,0.7878037880707319,0.9992808886509593
Aak1,Granule,0,1,0.4273277602935157,0.8917066060703962,0.9979394596463166
Aak1,MLI1,1,3,0.6560722452170105,0.46033621134972835,0.9318949910385526
Aamdc,Granule,0,1,0.9632559480477398,0.9118402498357303,1.0
Aamdc,Oligodendrocytes,0,2,0.07753718237836693,0.5762253961607802,0.9993122546914645
Aamp,Granule,0,1,0.42559154212943084,0.9132784581852379,0.9999997336665014
Aars,Granule,0,1,0.6547616562650229,0.6012098909763057,0.9951623670281067
Aars,MLI1,1,3,0.48259970626904747,0.40780071790048456,0.8790951939998818
Aatk,Oligodendrocytes,0,2,0.29341006402509906,0.9532574408231688,0.8180351076825988
Abat,Astrocytes,0,1,0.33411523818570976,0.5925915867419386,0.9960011476909987
Abat,Astrocytes,0,2,0.8037153770292641,0.7634604045567026,0.9996737748063753
Abat,Astrocytes,1,2,0.28072923187521387,0.8738873858914723,0.9784621019662145
Abat,Granule,0,1,0.06346645161598695,0.24941030681434218,0.6211971862965159
Abat,MLI1,1,3,0.03215478457906147,0.06528389195771905,0.15954367713061962
Abat,Oligodendrocytes,0,2,0.2923430381057573,0.9130461090244791,0.9999612807948779
Abca2,Granule,0,1,0.4054763187702697,0.9586087614253115,0.98734946939085
Abca2,Oligodendrocytes,0,2,0.8585015580618972,0.31421827310806627,0.5682045685210488
Abca3,Granule,0,1,0.4519059073805338,0.8926416105254793,0.9999996424675397
Abcc5,Granule,0,1,0.5870898831736222,0.7556935554151519,0.9999999958910939
Abcc5,Oligodendrocytes,0,2,0.6493791237351825,0.820744080484991,1.0
Abcc8,Granule,0,1,0.6360758503710124,0.6090941552841105,0.9999543467681391
Abcd2,Granule,0,1,0.015090144029597217,0.2908482859290137,0.8167663616614826
Abcd3,Astrocytes,0,1,0.12990485224810186,0.5020373717076048,0.9953740959324381
Abcf1,Granule,0,1,0.3412195325646463,0.6179542697429368,0.9951513214387947
Abcf1,Oligodendrocytes,0,2,0.7324057531508719,0.6967770841201595,0.9999999845547224
Abcf3,Oligodendrocytes,0,2,0.6569825296173899,0.6741923873175394,0.9999998008871742
Abcg1,Granule,0,1,0.142341666664656,0.9505224033475548,0.9063927846623788
Abcg1,Oligodendrocytes,0,2,0.6507014525518433,0.6238770356678831,0.9999728288811609
Abhd12,Granule,0,1,0.6701120815553563,0.8227283781224372,1.0
Abhd12,Oligodendrocytes,0,2,0.6913195088268962,0.4183494618835041,0.9539197495576477
Abhd16a,Astrocytes,0,1,0.9276954773600168,0.9106604287767199,0.9999757504428729
Abhd16a,Granule,0,1,0.4459031305135309,0.8562377710122424,0.956239537165933
Abhd16a,Oligodendrocytes,0,2,0.044461434305558586,0.126558507421806,0.36426858076698826
Abhd17a,Oligodendrocytes,0,2,0.04707712951409868,0.4372600687469863,0.9765527456799837
Abhd17b,Granule,0,1,0.659072925846486,0.9992293653948761,0.999999999561266
Abhd17b,Oligodendrocytes,0,2,0.8305606626732113,0.7947474374263167,0.9999790769823967
Abhd3,Astrocytes,0,1,0.21923685991245576,0.7000442944379501,0.9906704056359661
Abhd5,Oligodendrocytes,0,2,0.40387731727974674,0.9861710524585783,0.9999999954997449
Abhd8,Astrocytes,0,1,0.6022167427469377,0.7753543481657666,0.9999999972278687
Abhd8,Granule,0,1,0.5710640124318636,0.4351875012991294,0.963340521576803
Abhd8,MLI1,1,3,0.9814372912316736,0.9926147143890659,0.9999999999999203
Abi1,Astrocytes,0,1,0.42799156198072286,0.6598891069039797,0.9999991969196818
Abi1,Granule,0,1,0.8178241304589898,0.7546748491059371,0.9999999999612752
Abi1,Oligodendrocytes,0,2,0.16384319223108995,0.30528710347103394,0.8364962250146143
Abi2,Granule,0,1,0.1515801621513292,0.3954319913899811,0.9344725264881265
Abl1,Oligodendrocytes,0,2,0.6508862793074484,0.8939516754373096,0.9999935237776914
Ablim1,Astrocytes,0,1,0.39875914319018846,0.40168090948239144,0.9487129697408535
Ablim1,Granule,0,1,0.18309565564389993,0.6276111386909686,0.5432259385217036
Ablim1,Granule,0,2,0.21438788538807615,0.30267643570459535,0.7455359964467324
Ablim1,Granule,1,2,0.522361324553448,0.4373676320656579,0.9380078641633927
Ablim2,Astrocytes,0,1,0.00013436658166673268,0.16259172838964264,0.34378150136570923
Ablim2,Astrocytes,0,2,0.022887936269612854,0.319464503456967,0.7363608461245944
Ablim2,Astrocytes,1,2,5.254027636372543e-08,0.02683566121548724,0.020628730145703943
Ablim2,Granule,0,1,0.6521919971731469,0.8074257286604843,0.9999999645797096
Ablim3,Granule,0,1,0.9115910392528318,0.7579272040618885,0.999999933014814
Abr,Astrocytes,0,1,0.297188198042026,0.6467895715083265,0.9994057901702624
Abr,Astrocytes,0,2,0.9345771273684873,0.8220622234258453,0.9999996806058365
Abr,Astrocytes,1,2,0.307232106509761,0.8612959821338757,0.9509006570852535
Abr,Granule,0,1,4.460709388811331e-07,0.11222596438162188,0.35802922529319403
Abr,Purkinje,0,1,0.8853408728004266,0.8390838782073785,0.9861084472251005
Abtb1,Granule,0,1,0.6702389016174874,0.6746541366875538,0.9999992634466682
Acaa1a,Granule,0,1,0.3945765773324441,0.6057036500940916,0.9999698718476265
Acaa1a,Oligodendrocytes,0,2,0.465020650268836,0.8342490438585511,0.999999971216885
Acaca,Oligodendrocytes,0,2,0.7924380421150883,0.9496182031920912,0.9999999016584887
Acad8,Granule,0,1,0.0007705482026866178,0.4530824571177675,0.9891809146663932
Acadl,Astrocytes,0,1,0.10973212969607207,0.45613483214856665,0.9312388443910813
Acadl,Astrocytes,0,2,0.7111690520164234,0.8550358593067078,0.9999999803640531
Acadl,Astrocytes,1,2,0.2901981071676846,0.6271921626253907,0.9966033038544123
Acadl,Oligodendrocytes,0,2,0.44514674879711946,0.5043690684111031,0.9950507586058503
Acadsb,Granule,0,1,0.0502254913099548,0.3925011460089376,0.9168464774570595
Acadsb,Oligodendrocytes,0,2,0.5214463482921647,0.6350679292901884,0.9999948112807469
Acadvl,Oligodendrocytes,0,2,0.41052311142291864,0.7417911292263057,0.9999999979874019
Acap2,Astrocytes,0,1,0.7375479287049125,0.7261608586844592,0.9999999383924861
Acap2,Oligodendrocytes,0,2,0.9714534433834626,0.48880399639100247,0.9818857848219691
Acat1,Astrocytes,0,1,0.3416651549168688,0.6507548976622878,0.9985456177852493
Acat1,Granule,0,1,0.6629053504145965,0.8679338964876703,0.9999999999992982
Acat1,Oligodendrocytes,0,2,0.6765265322970093,0.9606643357442175,0.9999999999999997
Acat2,Granule,0,1,0.04534339155145884,0.4765703438778234,0.9938652354195772
Acbd3,Granule,0,1,0.46453292887681763,0.6437207057904775,0.9999956526734288
Acbd4,Granule,0,1,0.45906368594108227,0.6527487231623407,0.9999972246878284
Acbd5,Astrocytes,0,1,0.55127449775606,0.9808544283460193,0.9999994879314045
Acbd5,Granule,0,1,0.2583290286606309,0.5982498166264378,0.9999366735397983
Acbd5,Oligodendrocytes,0,2,0.7235695605534382,0.7363199551804503,0.9999989168824364
Acbd6,Granule,0,1,0.29899746547291955,0.7475858083628726,0.9999999999155424
Acin1,Astrocytes,0,1,0.19113864014717674,0.41084455257047814,0.9237897370536124
Acin1,Granule,0,1,0.23953785824829965,0.7229601455087697,0.9331808203619906
Acin1,Oligodendrocytes,0,2,0.6763469160895346,0.6236540893588234,0.9999728288811609
Ackr1,Granule,0,1,0.5910094322745392,0.9156396093615762,0.9999983377001614
Acly,Astrocytes,0,1,0.9422609413194492,0.9979300121277761,0.9999999999999998
Acly,Granule,0,1,0.9602725547223191,0.7885832637406409,0.9999999999999227
Acly,MLI1,1,3,0.05689141322976538,0.32456230968728506,0.7936448237188971
Acly,Oligodendrocytes,0,2,0.17289538739707577,0.5322243727723589,0.9987279396674681
Aco2,Astrocytes,0,1,0.824577211671689,0.7599971931408006,0.9946948819065003
Aco2,Astrocytes,0,2,0.4128178188056987,0.25034716795289735,0.5937959837618325
Aco2,Astrocytes,1,2,0.2931558171958164,0.1610079154938786,0.3445520913725554
Aco2,Bergmann,0,1,0.16615958296132474,0.5545494934208286,0.8329671167165132
Aco2,Granule,0,1,0.9417242484280354,0.688199457028968,0.9999037521318946
Aco2,MLI1,1,3,0.9964083805041437,0.5048435137475482,0.9510993690200903
Aco2,MLI2,1,3,0.3181109074874443,0.43811231632807446,0.8827942889262307
Aco2,Oligodendrocytes,0,2,0.810525056411707,0.7735565911429885,0.9999999998239145
Aco2,Purkinje,0,1,0.9347039501395289,0.5183474121478884,0.9582586902793306
Acot11,Astrocytes,0,1,0.083436337645206,0.36523898252345255,0.9237897370536124
Acot13,Granule,0,1,0.04782405300958749,0.14826244455089801,0.40208524800650874
Acot7,Astrocytes,0,1,0.04050994978486016,0.2948837859300576,0.8303562600821515
Acot7,Granule,0,1,0.16902387790549794,0.15374754070419622,0.29776556316020136
Acot7,MLI1,1,3,0.41805270673101813,0.5609854122822873,0.9951977540473221
Acot7,MLI2,1,3,0.6453504770303425,0.8891733563289256,0.9999999982179406
Acot7,Oligodendrocytes,0,2,0.14540123425087562,0.13383813770563963,0.33989836793150663
Acot7,Purkinje,0,1,0.019968866461802928,0.11682223299071239,0.3125005319115536
Acox1,Granule,0,1,0.24276060470736158,0.6119536653235004,0.9999672337980129
Acsbg1,Astrocytes,0,1,0.0005267237275684198,0.00027038067396319495,2.5225904365357338e-05
Acsbg1,Astrocytes,0,2,0.9455882924382648,0.6568818150845059,0.9988210008212813
Acsbg1,Astrocytes,1,2,0.00205205902578688,0.00040158569619853045,2.891394698202754e-05
Acsbg1,Bergmann,0,1,0.16009988785402418,0.19082961008342414,0.174131809214422
Acsbg1,Granule,0,1,0.0001112221566456022,0.009032450080639477,0.014188831115153625
Acsbg1,Oligodendrocytes,0,2,0.7117899628939603,0.7654870525961012,0.9999999954997449
Acsbg1,Purkinje,0,1,0.41952615811927707,0.2899905996202826,0.7059335387096313
Acsl3,Astrocytes,0,1,0.16666749710957152,0.5816510516135776,0.9861126881737328
Acsl3,Astrocytes,0,2,0.7458878312473548,0.9401200114958258,0.9999964574353744
Acsl3,Astrocytes,1,2,0.11846533016636777,0.6783213764283498,0.8773392487052942
Acsl3,Granule,0,1,0.3096136639283709,0.3312578708332573,0.8672696360067798
Acsl3,MLI1,1,3,0.9076010722828778,0.907364187264848,0.9999999973138886
Acsl3,Oligodendrocytes,0,2,0.9745004667181194,0.764885855449009,0.999999996054883
Acsl6,Astrocytes,0,1,0.6714423323724533,0.8116052079456353,0.9999970702261398
Acsl6,Astrocytes,0,2,0.15365674860580159,0.11618085097597405,0.2727614848851879
Acsl6,Astrocytes,1,2,0.26791600694099516,0.1566600941039187,0.3735626679195672
Acsl6,Granule,0,1,0.10871205980316469,0.2739681318584537,0.683890033384072
Acsl6,MLI1,1,3,0.0019891765008066466,0.10347987710208754,0.32789583278290857
Acsl6,Oligodendrocytes,0,2,0.5802778734455015,0.636191674463467,0.9999948112807469
Acss1,Astrocytes,0,1,0.14132638788847868,0.46678830689407635,0.9678438913399356
Actb,Astrocytes,0,1,3.503136955888823e-10,1.188405747883918e-09,8.937094296270367e-12
Actb,Astrocytes,0,2,0.7218067009834572,0.7356858125503453,0.7359784260097549
Actb,Astrocytes,1,2,7.912657194594952e-07,1.0932158446490202e-07,2.0289674453095216e-11
Actb,Bergmann,0,1,0.6613751883754473,0.6586667264795729,0.8737553639572864
Actb,Bergmann,0,3,0.10479766809474476,0.028127701861370303,0.00403568373663804
Actb,Bergmann,1,3,0.007473884062939648,0.0022727059768328857,4.8858776313608956e-05
Actb,Granule,0,1,0.0015478443063492173,0.0002756770164034306,6.991733153740328e-06
Actb,Granule,0,2,0.17858422600229118,0.14546597383197066,0.28202801132421423
Actb,Granule,1,2,0.008373237323628515,0.00337618830781449,0.0007151831449602039
Actb,MLI1,1,3,0.025739178922137017,0.02150110628822744,0.035588194410544255
Actb,MLI2,1,3,0.547592760680271,0.39641234428290706,0.8489738826420715
Actb,Oligodendrocytes,0,1,0.2490589205721476,0.2339026894998233,0.3699049552876754
Actb,Oligodendrocytes,0,2,0.23413278995434514,0.5298478871564432,0.1450993414805466
Actb,Oligodendrocytes,1,2,0.5534264049056317,0.3773631196419508,0.2105155365962675
Actb,Purkinje,0,1,0.48908956612190946,0.3474825523321541,0.22544290334381817
Actn4,Granule,0,1,0.8602412833287414,0.82110298954034,1.0
Actn4,Oligodendrocytes,0,2,0.09067855736346274,0.35927263409171706,0.9209402783352516
Actr10,Astrocytes,0,1,0.38506328589994765,0.682826033235959,0.9999999383924861
Actr10,Granule,0,1,0.6190553099057965,0.861237835470791,0.9999230200531488
Actr10,Oligodendrocytes,0,2,0.6882390607827837,0.7555257330577354,0.999999999997655
Actr1a,Granule,0,1,0.11467876304858285,0.7438106721163339,0.9770814545473397
Actr1a,Oligodendrocytes,0,2,0.8110896155391251,0.5594588735372288,0.9991056225263911
Actr1b,Astrocytes,0,1,0.8985419317032322,0.9263614525674232,0.99999999999485
Actr1b,Granule,0,1,0.7661797398524065,0.6903337401414966,0.9999814923275822
Actr1b,Oligodendrocytes,0,2,0.9640100123941112,0.8380640193138145,1.0
Actr2,Astrocytes,0,1,0.36343860860034705,0.877834364416568,0.9999986849856991
Actr2,Granule,0,1,0.04132409132521389,0.14202678219534187,0.39087652373551696
Actr2,MLI1,1,3,0.5535945952867596,0.5494606187245019,0.9974284312632054
Actr2,Oligodendrocytes,0,2,0.05399876399813855,0.2184005613631258,0.6482430187624033
Actr3b,Granule,0,1,0.033666908502169794,0.42352948536079005,0.9757929519366771
Actr8,Granule,0,1,0.9001286593254959,0.8216855880811103,1.0
Acy1,Oligodendrocytes,0,2,0.7320419467005677,0.7379836949437985,0.999999977613141
Acyp1,Granule,0,1,0.36850449459695533,0.8208117272514033,1.0
Acyp2,Astrocytes,0,1,0.7857394977149097,0.6971635635854425,0.9999998172683664
Acyp2,Astrocytes,0,2,0.3906170849991666,0.9548868430110848,0.9953487037965751
Acyp2,Astrocytes,1,2,0.2724014240855511,0.773650091993155,0.9999610269927149
Acyp2,Granule,0,1,0.36559546513595775,0.4823144186548445,0.9929532780721386
Acyp2,Oligodendrocytes,0,2,0.6892801717923683,0.9492417890069561,0.9999999996792256
Adam10,Granule,0,1,0.644456700406935,0.9821353490649991,0.9999999999997664
Adam10,Oligodendrocytes,0,2,0.32267582730974065,0.3988713306892251,0.9172015279343239
Adam11,Astrocytes,0,1,0.09459760497841614,0.41510118433779997,0.9678438913399356
Adam11,Granule,0,1,0.20837402749359651,0.5739246675756607,0.9983810868920876
Adam11,MLI1,1,3,0.024982954236935726,0.11396748714743034,0.3481595757925128
Adam22,Granule,0,1,0.26059507967800594,0.6729844344263562,0.9732490179502099
Adam22,MLI1,1,3,0.16635853419860222,0.6638518261181857,0.9875627061520271
Adam22,Oligodendrocytes,0,2,0.033929624081193176,0.2835256995335593,0.8105619454257234
Adam23,Granule,0,1,0.7496104053733853,0.9418293885561466,0.9999999999996907
Adamts10,Granule,0,1,0.18005978168126444,0.6569470706118581,0.9995152528798097
Adamts20,Astrocytes,0,2,0.1091331308423091,0.7203623152195292,0.9649140465711054
Adamts4,Oligodendrocytes,0,2,0.32195499613145345,0.8993123652353685,0.9999666154698725
Adap1,Oligodendrocytes,0,2,0.9621967868331838,0.9785037971730591,0.9999999999999997
Adar,Granule,0,1,0.8282882155362694,0.9501927707764916,0.9999999999891467
Adarb1,Granule,0,1,0.740775462624489,0.6865894982063938,0.9999958730479289
Adarb1,MLI1,1,3,0.08865260549622508,0.3343990799899371,0.8834708103128492
Adarb2,MLI1,1,3,0.8717956604422086,0.6293474676202447,0.9892259342580844
Adcy1,Astrocytes,0,1,0.15845781797804098,0.5115860639668919,0.9969285995819452
Adcy1,Granule,0,1,0.005803341091390799,0.09373790342689296,0.07425450823135148
Adcy1,Granule,0,2,0.5069351412723946,0.41299760519265616,0.9180757169622583
Adcy1,Granule,1,2,0.4834245814188489,0.9358570415933519,0.9916700588086348
Adcy5,Oligodendrocytes,0,2,0.1655372949744248,0.7236455555436108,0.9990776166146984
Adcyap1r1,Astrocytes,0,1,0.6435458280978159,0.8083373339798586,0.9999999999999993
Adcyap1r1,Granule,0,1,0.06992077342550154,0.5210954206382472,0.9874866515689432
Add1,Astrocytes,0,1,0.28513664497573654,0.7753543481657666,0.9992747190415314
