,xcoord,ycoord,concordex_pred
140,3069.16666666667,1328.62878787879,0
141,2457.82692307692,1861.64423076923,1
142,2951.18852459016,2130.45081967213,0
143,1437.59433962264,3451.93396226415,0
144,5061.20833333333,2680.72916666667,1
145,2737.19230769231,1849.60769230769,0
146,3250.07476635514,1525.54205607477,0
147,3847.63636363636,3234.01136363636,0
148,4383.14782608696,2824.06956521739,3
149,1768.80952380952,3709.54761904762,0
150,3847.57894736842,2740.19736842105,2
151,4055.3064516129,3301.60483870968,0
152,3935.89473684211,2860.5,0
153,2937.81818181818,1186.18181818182,1
154,4047.304,3260.152,0
155,3067.22222222222,1257.09523809524,0
156,3709.075,3132.1,2
157,1693.51807228916,4253.60240963855,3
158,2119.56637168142,3314.40707964602,3
159,1773.96551724138,4487.90804597701,0
160,5240.65714285714,2631.17142857143,3
161,2540.96,1269.096,0
162,5174.05882352941,2493.06617647059,0
163,2320.56481481481,2742.77777777778,0
164,4530.07638888889,1413.64583333333,0
165,3093.45454545455,1775.32231404959,0
166,3069.37837837838,1625.63063063063,0
167,4339.27777777778,1824.16666666667,0
168,1708.9037037037,3009.93333333333,3
169,2479.67676767677,4014.28282828283,2
170,4045.75590551181,3313.74015748031,0
171,4252.54368932039,1620.14563106796,0
172,1832.28703703704,4022.72222222222,1
173,2490.11009174312,1744.02752293578,0
174,2781.73684210526,2831.5,2
175,4327.91525423729,1403.18644067797,0
176,1902.29487179487,3883.05128205128,0
177,3876.86666666667,1154.48148148148,3
178,3257.71653543307,1568.13385826772,0
179,2834.86466165414,2630.22556390977,0
180,2377.17543859649,4348.08771929825,0
181,4682.40909090909,1802.66363636364,0
182,4470.76576576577,1406.02702702703,0
183,2524.74193548387,3980.87096774194,2
184,2284.18045112782,1767.76691729323,0
185,1453.26666666667,4426.21111111111,3
186,4668.05263157895,2201.63157894737,1
187,2252.78125,2733.6875,0
188,2263.89189189189,2485.32432432432,1
189,2657.84259259259,1629.21296296296,2
190,2885.0,1907.78947368421,0
191,2991.36974789916,2106.49579831933,2
192,5253.03389830509,2482.56779661017,1
193,2036.33913043478,3190.48695652174,1
194,3456.46808510638,1152.24468085106,1
195,3994.19847328244,3218.19847328244,0
196,3752.62820512821,2439.53205128205,2
197,2493.86904761905,2471.35714285714,3
198,1281.92142857143,3752.81428571429,0
199,3654.48936170213,3125.97872340426,2
200,3223.14893617021,1823.27659574468,1
201,3461.4776119403,1416.01492537313,0
202,4936.84042553191,2394.12765957447,2
203,4176.12345679012,3114.9012345679,0
204,4192.21505376344,1329.08602150538,1
205,2294.70588235294,3479.38562091503,3
206,2086.2641509434,4402.50943396226,0
207,4261.13924050633,1205.29113924051,1
208,1915.91525423729,4030.6186440678,1
209,3755.32407407407,2990.59259259259,2
210,3319.44927536232,1676.63768115942,1
211,1179.55263157895,3742.52631578947,0
212,2093.52991452991,4578.12820512821,0
213,1834.96296296296,2361.27160493827,0
214,1249.06,3565.66,0
215,4706.57446808511,1571.62765957447,0
216,2414.46527777778,3255.00694444444,0
217,4566.55319148936,1607.98936170213,0
218,3984.77857142857,1337.02142857143,3
219,2825.01886792453,2430.91509433962,1
220,4479.76086956522,3025.29347826087,1
221,4643.91666666667,2706.68333333333,1
222,2464.95098039216,2829.30392156863,0
223,2555.92156862745,3062.52941176471,2
224,4430.07692307692,2288.45299145299,1
225,3914.68907563025,1842.67226890756,3
226,4044.73033707865,2799.75280898876,0
227,1786.21052631579,4622.04210526316,0
228,4780.60483870968,1695.81451612903,0
229,5102.40540540541,2515.08108108108,0
230,1974.125,4519.03125,0
231,2517.93103448276,3406.31034482759,0
232,4517.27927927928,2615.59459459459,0
233,4598.14166666667,1298.53333333333,1
234,4442.10280373832,1923.81308411215,0
235,3733.37037037037,1603.2037037037,3
236,2918.43859649123,1954.25438596491,0
237,5539.02941176471,2188.09803921569,0
238,4440.66417910448,2916.87313432836,3
239,4252.98901098901,2661.14285714286,0
240,4749.08333333333,1443.25,0
241,4650.0,1842.65454545455,0
242,3802.10144927536,3160.72463768116,2
243,2971.84403669725,1824.74311926606,2
244,2009.5811965812,3526.47863247863,3
245,2679.5905511811,2883.04724409449,2
246,3716.50649350649,2623.07792207792,2
247,4099.88970588235,1780.90441176471,1
248,3018.30405405405,1685.66216216216,0
249,1695.15887850467,3906.73831775701,0
250,2745.25742574257,2154.82178217822,1
251,2366.625,2499.42857142857,1
252,4156.0,1523.0303030303,1
253,1393.15151515152,4227.57575757576,1
254,2834.72131147541,2006.39344262295,0
255,4072.04838709677,2020.51612903226,0
256,3694.88970588235,1394.56617647059,3
257,4729.92452830189,1747.66037735849,0
258,1937.75555555556,2816.33333333333,0
259,2849.57142857143,2477.0306122449,1
260,4377.74305555556,2888.07638888889,3
261,3528.65137614679,2886.90825688073,2
262,1443.82926829268,3781.9512195122,0
263,3109.46808510638,1787.93617021277,0
264,1823.52671755725,2718.20610687023,0
265,4618.54054054054,2420.28828828829,0
266,4167.45833333333,1348.99305555556,3
267,3158.29197080292,1251.39416058394,0
268,3863.78448275862,2103.00862068966,1
269,1061.66666666667,3509.75925925926,0
270,3041.96551724138,2697.70689655172,2
271,3956.51111111111,1247.13333333333,3
272,5275.20353982301,2541.05309734513,3
273,3906.99401197605,3298.75449101796,0
274,4713.83950617284,1752.33333333333,0
275,1636.98765432099,4017.7037037037,0
276,4010.6171875,3112.171875,0
277,4771.6380952381,2380.8380952381,0
278,1908.56179775281,3734.65168539326,0
279,4300.90322580645,3161.74193548387,0
280,3144.04504504504,2339.00900900901,2
281,3881.24444444444,3279.16296296296,0
282,1804.48351648352,4020.41758241758,1
283,4293.5041322314,3437.34710743802,1
284,3094.69072164948,1675.82474226804,0
285,3094.55223880597,1613.0223880597,0
286,4900.53608247423,2515.38144329897,0
287,1708.73043478261,4035.59130434783,0
288,2003.25984251969,4521.37795275591,0
289,3258.65346534653,1595.56435643564,0
290,2476.07575757576,3613.80303030303,2
291,3939.87755102041,2945.75510204082,0
292,1259.54666666667,4001.17333333333,0
293,3004.8,1085.45714285714,1
294,4245.51908396947,1787.70992366412,0
295,4454.14379084967,2029.98692810458,0
296,1929.24324324324,2980.0,1
297,1387.53225806452,3943.51612903226,0
298,2811.49315068493,2517.97945205479,1
299,2012.53571428571,2964.0119047619,0
300,2859.39568345324,1939.98561151079,0
301,2564.63779527559,2855.53543307087,2
302,3608.25714285714,2254.67142857143,1
303,4043.63366336634,2415.61386138614,0
304,2714.60740740741,2600.08148148148,1
305,3269.6641221374,2510.42748091603,2
306,4010.57983193277,2155.56302521008,0
307,1704.81415929204,4821.10619469027,3
308,4034.41780821918,2141.3904109589,0
309,2128.61538461538,2633.28846153846,0
310,1293.26315789474,3528.50877192982,0
311,2046.890625,2500.3515625,0
312,3083.85263157895,1630.11578947368,0
313,4546.49557522124,1657.27433628319,0
314,1968.01098901099,3887.83516483517,0
315,4754.83809523809,1954.24761904762,0
316,2029.78571428571,2456.11904761905,0
317,1832.0,2914.79824561404,1
318,3995.11363636364,2047.28409090909,0
319,3136.18897637795,1099.9842519685,1
320,1543.39622641509,2699.2641509434,0
321,4939.45045045045,1935.37837837838,0
322,4216.22018348624,1459.34862385321,0
323,3450.14,1295.36,0
324,2068.38613861386,2473.9504950495,0
325,4269.04166666667,2303.625,0
326,4783.98275862069,1722.54310344828,0
327,3971.25925925926,2311.61111111111,2
328,2365.9387755102,1335.79591836735,1
329,3199.93388429752,1206.90082644628,0
330,3054.99115044248,1853.07079646018,0
331,1435.3,3597.14,0
332,4801.78723404255,2988.21276595745,3
333,3963.79545454545,2212.36363636364,0
334,4145.72666666667,1911.78666666667,0
335,3958.32824427481,2969.15267175573,0
336,1664.17346938776,4255.67346938776,3
337,2144.42741935484,4342.29032258064,0
338,4437.12328767123,3147.97260273973,0
339,4040.07142857143,2585.72448979592,2
340,2415.05223880597,3289.05970149254,0
341,4788.81034482759,2807.68103448276,3
342,4421.92125984252,2781.46456692913,3
343,4270.53164556962,3294.20253164557,0
344,2018.87654320988,2770.87654320988,0
345,1825.06382978723,4637.91489361702,0
346,2443.484375,2843.3359375,0
347,2514.99248120301,3349.17293233083,0
348,2849.91919191919,1423.49494949495,0
349,5221.0,2234.86363636364,0
350,2160.17699115044,3100.0,0
351,3873.94594594595,3053.78378378378,2
352,4433.73426573427,3315.58741258741,1
353,2386.5,3190.29824561404,0
354,4787.54954954955,1914.24324324324,0
355,5148.33636363636,2726.09090909091,3
356,5402.16326530612,2177.34693877551,0
357,4376.15789473684,2397.71929824561,0
358,4405.45454545455,1656.31818181818,0
359,4518.8,3322.49523809524,3
360,2750.17757009346,2042.30841121495,1
361,4659.28125,3258.54166666667,1
362,1123.05128205128,3674.05128205128,0
363,4615.63736263736,2709.52747252747,1
364,3080.69934640523,1915.65359477124,0
365,1843.09677419355,3963.95698924731,0
366,2079.94262295082,4437.75409836066,0
367,4541.65178571429,1842.70535714286,0
368,1365.3006993007,3381.67132867133,1
369,5077.81,1701.27,0
370,2979.49230769231,1414.90769230769,0
371,2192.47435897436,1739.88461538462,0
372,1967.77941176471,4548.40441176471,0
373,4925.21153846154,2734.25,1
374,3490.45882352941,2435.83529411765,0
375,2066.25396825397,2966.95238095238,0
376,3736.60897435897,1782.29487179487,3
377,2133.86170212766,2499.24468085106,0
378,3829.69230769231,2642.15384615385,2
379,4217.38095238095,2710.85714285714,0
380,4469.41666666667,1391.72222222222,0
381,4783.59183673469,1516.83673469388,0
382,4705.72058823529,2861.92647058824,3
383,2010.61788617886,2981.26016260163,0
384,2411.2131147541,2716.93442622951,0
385,2255.37142857143,3151.41428571429,0
386,2114.98260869565,4161.39130434783,0
387,4318.16666666667,2682.23958333333,2
388,3856.99137931034,1343.10344827586,3
389,3927.45945945946,3393.7027027027,1
390,2989.74,1279.23,0
391,5416.61904761905,2184.34920634921,0
392,1294.55319148936,3932.91489361702,0
393,2225.31578947368,3496.86842105263,3
394,4335.9014084507,2343.59154929577,0
395,1548.07843137255,4489.98039215686,1
396,3865.22307692308,1183.53076923077,3
397,2483.78,4221.95,2
398,1672.85074626866,3929.12686567164,0
399,4371.03370786517,3075.66292134831,0
400,2550.65333333333,1380.44,0
401,2620.72727272727,1885.48484848485,1
402,2080.72631578947,2972.26315789474,0
403,2357.55238095238,3524.79047619048,1
404,4065.83838383838,2638.9898989899,2
405,1239.71929824561,3740.18421052632,0
406,3294.0078125,1554.6484375,0
407,4411.31578947368,1587.55263157895,0
408,4329.10256410256,1666.0641025641,0
409,2077.11464968153,2849.43949044586,0
410,4282.5546875,1225.765625,1
411,1752.60606060606,3983.13636363636,0
412,2863.15384615385,2681.85576923077,2
413,1415.5775862069,4175.18965517241,0
414,3531.65094339623,2872.00943396226,2
415,2184.52,3069.6,0
416,4522.40860215054,2744.67741935484,3
417,4260.36936936937,2972.1981981982,1
418,3184.4,1234.184,0
419,4402.23529411765,1942.44117647059,0
420,4601.33082706767,2702.53383458647,1
421,4502.16071428571,2578.23214285714,2
422,2686.45801526718,2213.69465648855,1
423,4239.1,3206.825,0
424,5132.93243243243,1851.21621621622,3
425,1605.425,4586.4625,0
426,1909.73626373626,4758.68131868132,1
427,2109.1935483871,2365.20430107527,0
428,2244.59302325581,4599.97674418605,1
429,4078.13043478261,3572.46956521739,3
430,2215.50526315789,2898.97894736842,2
431,4351.94642857143,3124.89285714286,0
432,3980.58064516129,2156.20967741935,0
433,4798.0625,2206.0625,3
434,3266.59854014599,1699.61313868613,1
435,4336.09677419355,2359.09677419355,0
436,1283.86585365854,3541.56097560976,0
437,4089.59541984733,1766.45801526718,1
438,2058.63392857143,4355.5,0
439,1446.2,3254.53636363636,3
440,4683.06557377049,2303.17213114754,1
441,2734.69444444444,1722.16666666667,0
442,2518.49180327869,2998.16393442623,2
443,2281.78301886792,2702.83962264151,0
444,2889.1308411215,1353.4953271028,0
445,3489.76288659794,1700.83505154639,3
446,2051.98095238095,2417.24761904762,0
447,1314.39726027397,3840.87671232877,0
448,2619.26168224299,1715.03738317757,0
449,3327.26851851852,1128.15740740741,0
450,3037.15789473684,1673.91228070175,0
451,4364.83486238532,2168.26605504587,0
452,2038.19277108434,4073.25301204819,1
453,4442.33333333333,2357.87037037037,0
454,5386.32967032967,2276.86813186813,0
455,2747.89171974522,2535.43312101911,1
456,2140.29921259843,3555.07086614173,1
457,4045.09433962264,1168.16981132075,3
458,4439.88888888889,2058.13580246914,0
459,4298.38541666667,3294.67708333333,0
460,2628.22549019608,1471.3137254902,0
461,2396.62745098039,1797.06862745098,1
462,5046.08,1757.45333333333,0
463,3182.60256410256,1482.65384615385,0
464,4436.69402985075,3329.83582089552,1
465,5006.45833333333,1796.20833333333,0
466,4131.46218487395,2834.60504201681,1
467,1198.69724770642,3304.16513761468,1
468,2325.68333333333,1709.45,0
469,3579.38053097345,2345.83185840708,0
470,1812.95901639344,3889.17213114754,0
471,1849.27586206897,2728.78735632184,0
472,1804.21153846154,3635.71153846154,0
473,4228.96470588235,3263.35294117647,0
474,4885.87121212121,2520.07575757576,0
475,5391.61344537815,1990.04201680672,0
476,3035.02877697842,1792.24460431655,0
477,4416.16438356164,2405.99315068493,0
478,1590.79464285714,2608.14285714286,2
479,2264.14184397163,3019.36170212766,0
480,4162.4132231405,1559.36363636364,1
481,1281.66265060241,3638.04819277108,0
482,4039.33695652174,3245.14130434783,0
483,3186.87378640777,1171.14563106796,0
484,4582.40336134454,3139.11764705882,1
485,4056.04444444444,3086.73333333333,0
486,4718.78571428571,1940.39285714286,0
487,1571.32,4501.38,1
488,4669.88,2034.92,0
489,5029.32857142857,2618.41428571429,0
490,4497.92063492064,3303.30158730159,1
491,2390.01739130435,4188.48695652174,2
492,5333.57657657658,2196.67567567568,0
493,4961.52,1508.112,0
494,2795.12745098039,2693.40196078431,0
495,4564.44444444444,1974.60740740741,0
496,2286.47413793103,1802.78448275862,0
497,4416.88073394495,2696.65137614679,1
498,4590.14285714286,2642.01020408163,1
499,1528.51515151515,3949.39393939394,0
500,3585.58787878788,1534.20606060606,3
501,1980.9603960396,2840.66336633663,0
502,2388.92405063291,3140.67088607595,0
503,1832.09489051095,2457.54744525547,0
504,4123.90566037736,2808.99056603774,1
505,1854.56060606061,3648.87878787879,0
506,4807.69724770642,1478.4128440367,0
507,3989.4375,2920.2375,1
508,1403.65625,3351.25,1
509,1590.06451612903,3983.41935483871,0
510,2418.32061068702,4369.79389312977,0
511,2327.06593406593,3940.30769230769,2
512,4026.48936170213,1582.55319148936,3
513,4560.74193548387,3192.95161290323,1
514,4225.01333333333,1937.09333333333,0
515,2349.27722772277,4333.89108910891,0
516,3252.00775193798,1104.0,1
517,2362.91869918699,4358.13821138211,0
518,3400.29545454545,1462.4375,0
519,4563.31304347826,2722.94782608696,1
520,1461.60204081633,2765.59183673469,1
521,2879.62666666667,2622.21333333333,1
522,3593.39215686275,2389.8431372549,0
523,3996.64102564103,2211.33333333333,2
524,3822.18181818182,3008.97727272727,2
525,2136.2962962963,4183.73148148148,0
526,3322.37179487179,1067.57692307692,1
527,1497.24576271186,2664.05084745763,0
528,5087.0,2508.71681415929,0
529,3619.86111111111,1518.03472222222,3
530,1501.52631578947,3664.47368421053,0
531,1348.171875,2791.453125,1
532,3561.5462962963,1152.69444444444,1
533,2025.43055555556,3018.70833333333,1
534,2122.80769230769,2887.21794871795,0
535,4091.78676470588,1605.73529411765,3
536,4705.59375,2634.75,0
537,4419.39726027397,1231.28767123288,1
538,4939.34020618557,1485.07216494845,0
539,2010.85,3945.8,0
540,4280.53896103896,1534.98701298701,0
541,2661.81132075472,1475.07547169811,0
542,4530.89655172414,2005.85057471264,0
543,4438.03,3035.05,1
544,2915.85496183206,2872.95419847328,2
545,3900.48965517241,1633.98620689655,3
546,4424.02752293578,3173.84403669725,0
547,2049.68888888889,4602.66666666667,0
548,5386.89189189189,2105.83783783784,0
549,2034.25396825397,4553.92063492064,0
550,2095.82608695652,2555.05217391304,0
551,2381.50793650794,4396.1746031746,0
552,4330.97183098592,2086.78873239437,0
553,4873.96842105263,2579.71578947368,0
554,5181.34408602151,1931.16129032258,3
555,1434.35443037975,3976.06329113924,0
556,4035.0243902439,2088.84552845528,0
557,2636.83870967742,1185.38709677419,1
558,2562.93457943925,1372.21495327103,0
559,2775.79411764706,1409.55882352941,0
560,4269.07619047619,2905.88571428571,3
561,2158.10924369748,2835.01680672269,2
562,2717.85981308411,2158.91588785047,1
563,4308.76315789474,3219.10526315789,0
564,4470.07339449541,1765.98165137615,0
565,3168.0,1726.28402366864,0
566,2105.28947368421,2541.86842105263,0
567,4270.68867924528,1753.31132075472,0
568,4558.85436893204,1471.8932038835,0
569,1910.62068965517,2799.98275862069,0
570,1996.96376811594,4008.20289855072,1
571,4043.64900662252,1548.17880794702,3
572,3923.95483870968,1409.27741935484,3
573,2147.625,3738.725,0
574,3180.14285714286,1551.73949579832,0
575,1729.33333333333,2881.81481481481,1
576,4169.02222222222,2834.28888888889,1
577,4306.56115107914,1232.1654676259,1
578,5176.94845360825,2179.64948453608,0
579,4127.88541666667,2059.15625,0
580,2412.89743589744,1294.38461538462,0
581,2373.22535211268,3280.2676056338,0
582,2326.37323943662,2797.5,2
583,4625.50847457627,2685.86440677966,1
584,2472.93975903614,3296.29518072289,0
585,3858.8,3333.59259259259,1
586,3095.28971962617,1160.57009345794,0
587,3498.57009345794,1322.81308411215,1
588,1449.14583333333,3850.08333333333,0
589,3865.48672566372,3301.19469026549,0
590,4571.6694214876,2691.54545454545,1
591,3440.04580152672,1341.48091603053,0
592,4283.35658914729,2779.3023255814,1
593,3404.69620253165,2182.69620253165,1
594,4269.18309859155,3372.64788732394,1
595,4455.57777777778,2444.63333333333,0
596,4179.09278350515,3168.47422680412,0
597,1833.0625,2929.51785714286,1
598,4576.76923076923,2779.48717948718,3
599,3097.50420168067,1249.34453781513,0
600,5389.04651162791,2171.04651162791,0
601,4510.4693877551,3275.34693877551,1
602,2213.67326732673,2322.0495049505,1
603,2052.28695652174,3606.93913043478,1
604,2458.4375,3251.4625,0
605,3527.87179487179,2418.91452991453,0
606,4541.27380952381,2098.84523809524,0
607,3850.76991150442,1193.38053097345,3
608,3142.59756097561,2126.12195121951,0
609,1942.70967741935,3276.06451612903,3
610,1441.15625,3239.09375,1
611,2031.86764705882,2623.51470588235,0
612,1342.79069767442,3646.76744186047,0
613,2243.94623655914,3034.29032258065,0
614,4534.98795180723,2737.93975903614,1
615,1463.6,3678.8,0
616,5020.41935483871,2393.93548387097,0
617,3765.71621621622,2027.7972972973,3
618,4422.63716814159,2996.77876106195,3
619,2383.94623655914,4545.4623655914,1
620,4753.30188679245,1492.77358490566,0
621,2375.39583333333,2293.72916666667,3
622,5274.13533834586,2344.67669172932,0
623,3689.12631578947,2289.71578947368,0
624,1144.39436619718,3321.84507042254,1
625,1654.22580645161,4785.37096774194,3
626,2454.05128205128,2229.38461538462,3
627,5095.7,2467.2,0
628,3991.22368421053,2545.16447368421,2
629,1293.76363636364,3779.98181818182,0
630,3522.70895522388,2258.5447761194,1
631,2706.40196078431,2171.98039215686,1
632,1479.07216494845,3613.57731958763,0
633,4004.29203539823,3380.15044247788,1
634,1613.49484536082,4570.98969072165,0
635,1648.17857142857,3522.0,1
636,3859.36363636364,2960.84545454545,2
637,3166.66141732283,1133.16535433071,0
638,4188.54545454546,3005.93506493506,3
639,4741.26388888889,1770.5625,0
640,4603.59663865546,2978.20168067227,3
641,2745.80701754386,1954.10526315789,0
642,2237.68055555556,3676.90277777778,0
643,4265.87826086957,1811.62608695652,0
644,4452.34710743802,2992.39669421488,1
645,2318.48421052632,2370.91578947368,3
646,2240.7641509434,2689.49056603774,0
647,1334.30379746835,3588.10126582278,0
648,4376.54736842105,1561.29473684211,0
649,4319.24,3475.232,3
650,1860.96460176991,2373.67256637168,0
651,1753.625,2691.4375,0
652,2937.43902439024,2379.53658536585,0
653,5057.52631578947,1548.18421052632,1
654,4311.66315789474,2488.58947368421,0
655,2115.53846153846,2325.96923076923,3
656,2867.97115384615,1886.49038461538,0
657,4707.84375,1693.48958333333,0
658,2318.04273504273,2811.69230769231,2
659,3364.11111111111,1770.8125,3
660,5370.79674796748,2110.21138211382,0
661,4121.86821705426,3166.94573643411,0
662,1543.40650406504,2669.9674796748,0
663,1578.0,3525.0,0
664,1737.47407407407,2857.34814814815,1
665,3244.95555555556,2212.52222222222,0
666,5061.15625,2564.79166666667,0
667,1639.76363636364,3219.30909090909,3
668,3799.08333333333,3299.23333333333,0
669,1516.16279069767,3654.83720930233,0
670,1822.98969072165,4668.03092783505,0
671,2339.88,3729.76,2
672,3915.63768115942,2879.71014492754,0
673,4104.16666666667,2074.18333333333,0
674,1789.42857142857,4734.91428571429,0
675,4124.61764705882,3154.02941176471,0
676,2074.91129032258,4687.12903225806,1
677,2182.68644067797,4561.63559322034,1
678,2031.375,3981.67857142857,0
679,1066.7,3442.6,1
680,4308.51111111111,3238.58888888889,0
681,3230.616,1832.136,3
682,5119.93939393939,2552.83838383838,0
683,2668.16363636364,2557.42727272727,3
684,2007.70588235294,2548.74117647059,0
685,3184.52272727273,1536.47727272727,0
686,3898.96153846154,2716.88461538462,2
687,4225.13223140496,3077.80991735537,0
688,1594.62068965517,4006.01724137931,0
689,4754.31666666667,2001.6,0
690,2321.93288590604,3957.07382550336,2
691,3060.4375,1773.70535714286,0
692,2383.00787401575,3666.87401574803,0
693,1858.48181818182,2847.02727272727,0
694,5104.12612612613,2591.46846846847,1
695,1941.90909090909,2440.09090909091,0
696,2095.68253968254,4562.79365079365,0
697,2188.37647058824,4602.29411764706,1
698,3557.33673469388,2935.82653061224,2
699,4254.91304347826,3426.40579710145,1
700,2135.21875,4025.546875,0
701,2350.90909090909,3371.85123966942,1
702,1979.23469387755,2807.5306122449,0
703,1900.76991150442,3599.46017699115,1
704,2311.9900990099,3118.27722772277,0
705,3018.72222222222,1769.7962962963,0
706,5197.0875,1789.6625,1
707,5384.30303030303,2249.33333333333,0
708,3264.39423076923,1153.80769230769,0
709,2591.1976744186,1205.02325581395,1
710,4391.21951219512,1216.35772357724,1
711,3541.70103092783,1623.82474226804,3
712,2347.02985074627,3247.23880597015,1
713,4084.61403508772,2454.21929824561,0
714,1956.75,4240.28703703704,1
715,4155.51327433628,1421.48672566372,1
716,5068.87735849057,1937.10377358491,1
717,3929.872,2974.672,0
